Year,Make,Model,NewUsed,features,ExteriorColor,InteriorColor,Trim,Transmission,VIN,SellingPrice,Miles,VehicleDescription,Certified,EPACity,EPAHighway,ImageList,car_details_link
2022,Honda,Odyssey,USED,"Sleek minivan design with surprising agility, making family adventures stylish and comfortable. Cruise highway miles effortlessly, yet maneuver streets with ease.",Gray,,EX-L Auto,Automatic,5FNRL6H73NB001509,29535,51596,"CARFAX One-Owner. Modern Steel Metallic 2022 Honda Odyssey EX-L FWD 10-Speed Automatic 3.5L V6 SOHC i-VTEC 24V Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Automatic temperature control, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Front dual zone A/C, Lane departure: Lane Keeping Assist System (LKAS) active, Power Liftgate, Steering wheel mounted audio controls.Recent Arrival! 19/28 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,19,28,https://content.homenetiol.com/2000466/2078700/640x480/fb13fd8e2add44c0867fa0076e7b985c.jpg,https://www.goschchevy.com/inventory/5FNRL6H73NB001509/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Slate Gray Metallic,Jet Black,"2WD Crew Cab 157"" LT",Automatic,3GCPACED6RG127322,64810,11,,FALSE,17,21,https://content.homenetiol.com/2000466/2078700/640x480/5e56ca97cd804ed0b95d5047a412f607.jpg,https://www.goschchevy.com/inventory/3GCPACED6RG127322/
2024,Chevrolet,Blazer,NEW,"Blazer boasts powerful engines, agile handling, spacious comfort, tech-savvy features, and safety options, making it a versatile SUV for adventure seekers.",Blue,Jet Black with Red Accents,FWD 4dr RS,Automatic,3GNKBERSXRS184090,48815,4,,FALSE,19,27,https://content.homenetiol.com/2000466/2078700/640x480/a5f3cadd1d3d4f628d6eea5e95e8546c.jpg,https://www.goschchevy.com/inventory/3GNKBERSXRS184090/
2024,Chevrolet,Silverado 2500HD,NEW," Hauls mountains, tows giants, conquers off-road, yet pampers your crew with surprising comfort",Summit White,Jet Black,"4WD Crew Cab 172"" High Country",Automatic,1GC4YREY2RF286943,99530,6,,FALSE,0,0,https://content.homenetiol.com/2000466/2078700/640x480/30e9e3d3f5674219975e77fb3bf9e96f.jpg,https://www.goschchevy.com/inventory/1GC4YREY2RF286943/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Sterling Gray Metallic,Jet Black,"4WD Crew Cab 147"" LT w/1LT",Automatic,2GCUDDED5R1175581,59390,3,,FALSE,15,20,https://content.homenetiol.com/2000466/2078700/640x480/21d1433c4e8d493b9e3ce9b362121719.jpg,https://www.goschchevy.com/inventory/2GCUDDED5R1175581/
2022,Chevrolet,Tahoe,USED,"Tahoe conquers any road with its imposing presence, powerhouse engines, spacious family haven, and tech-guided confidence, making it an off-road-ready giant for boundless adventures. ?",Satin Steel Metallic,Jet Black,4WD 4dr Premier,Automatic,1GNSKSKD1NR155990,54899,48735,"Prior Rental. CARFAX One-Owner. Clean CARFAX. Satin Steel Metallic 2022 Chevrolet Tahoe Premier 4WD 10-Speed Automatic with Overdrive EcoTec3 5.3L V8 Prior Rental, 1st & 2nd Row Color-Keyed Carpeted Floor Mats, 2-Speed Active Electronic AutoTrac Transfer Case, 3rd Row 60/40 Power-Folding Split-Bench Seat, Auto-Dimming Inside Rear-View Mirror, Automatic Stop/Start, Bose 10-Speaker Centerpoint Surround Audio Sys Ft, Bright Front & Rear Door Sill Plates, Chrome Door Handles w/Body-Color Strip, Chrome Mirror Caps, Color-Keyed Carpeting Floor Covering, Driver & Front Outboard Passenger Airbags, Dual Exhaust System, Enhanced Driver Information Center, Floor Console, Hands-Free Rear Power Programmable Liftgate, Heated 2nd Row Outboard Seats, Heated Steering Wheel, Hill Descent Control, Infotainment Display, Lane Change Alert w/Side Blind Zone Alert, Leather-Wrapped Steering Wheel, LED Daytime Running Lamps, Memory Settings, Navigation System, Outside Heated Power-Adjustable Mirrors, Power Liftgate, Power Release 2nd Row Bucket Seats, Power Tilt & Telescopic Steering Column, Preferred Equipment Group 1LZ, Rear Cross Traffic Alert, Remote Start, Safety Alert Seat, SiriusXM Radio w/360L, Start/Stop System Disable Button, Universal Home Remote, Wireless Charging.Recent Arrival!Awards:* ALG Residual ValueIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,15,20,https://content.homenetiol.com/2000466/2078700/640x480/cf709761dc154323a006bf43ee41f1b7.jpg,https://www.goschchevy.com/inventory/1GNSKSKD1NR155990/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Sterling Gray Metallic,Jet Black,"2WD Crew Cab 147"" Custom",Automatic,3GCPABEK4RG155600,54540,10,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/3f4d162a106e4c0998de2cd3a1ef0e21.jpg,https://www.goschchevy.com/inventory/3GCPABEK4RG155600/
2023,Chevrolet,Traverse,NEW,"Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????",Summit White,Jet Black/Clove,FWD 4dr High Country,Automatic,1GNERNKW4PJ332402,53395,5,,FALSE,18,27,https://content.homenetiol.com/2000466/2078700/640x480/e2edd9a2716d43a3b639c0db4d97f536.jpg,https://www.goschchevy.com/inventory/1GNERNKW4PJ332402/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Sterling Gray Metallic,Jet Black,"4WD Crew Cab 147"" LT w/1LT",Automatic,2GCUDDED2R1175604,59390,4,,FALSE,15,20,https://content.homenetiol.com/2000466/2078700/640x480/7d28db8544104100a23be149e90afb9c.jpg,https://www.goschchevy.com/inventory/2GCUDDED2R1175604/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"4WD Crew Cab 147"" LT w/1LT",Automatic,2GCUDDED7R1175663,59390,5,,FALSE,15,20,https://content.homenetiol.com/2000466/2078700/640x480/a34797ed12724eccb73f5ff6e9a9b975.jpg,https://www.goschchevy.com/inventory/2GCUDDED7R1175663/
2023,Chevrolet,Traverse,NEW,"Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????",Summit White,Jet Black/Clove,FWD 4dr High Country,Automatic,1GNERNKW4PJ335218,53395,4,,FALSE,18,27,https://content.homenetiol.com/2000466/2078700/640x480/c242d7e0f53b4f168ccd35e72f35f16b.jpg,https://www.goschchevy.com/inventory/1GNERNKW4PJ335218/
2024,Chevrolet,Blazer,NEW,"Blazer boasts powerful engines, agile handling, spacious comfort, tech-savvy features, and safety options, making it a versatile SUV for adventure seekers.",Red Hot,Jet Black with Red Accents,FWD 4dr RS,Automatic,3GNKBERS6RS183700,45295,3,,FALSE,19,27,https://content.homenetiol.com/2000466/2078700/640x480/3a137d022aae4faf846602bc2e74cad1.jpg,https://www.goschchevy.com/inventory/3GNKBERS6RS183700/
2024,Chevrolet,Silverado 2500HD,NEW," Hauls mountains, tows giants, conquers off-road, yet pampers your crew with surprising comfort",Black,Jet Black,"4WD Crew Cab 159"" High Country",Automatic,2GC4YREY8R1164028,83435,11,,FALSE,0,0,https://content.homenetiol.com/2000466/2078700/640x480/dc8327b00e884442be63062f71056331.jpg,https://www.goschchevy.com/inventory/2GC4YREY8R1164028/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"4WD Crew Cab 147"" LT w/1LT",Automatic,2GCUDDED0R1175651,59390,6,,FALSE,15,20,https://content.homenetiol.com/2000466/2078700/640x480/7a05d355684e4ceb9816d83efe7156d2.jpg,https://www.goschchevy.com/inventory/2GCUDDED0R1175651/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"4WD Crew Cab 147"" LT w/1LT",Automatic,2GCUDDED1R1175674,59390,5,,FALSE,15,20,https://content.homenetiol.com/2000466/2078700/640x480/e8106fc6ca7e41e2a34b09fa3bc7e342.jpg,https://www.goschchevy.com/inventory/2GCUDDED1R1175674/
2024,Chevrolet,Silverado 3500HD,NEW,"Hauls mountains, tows giants, conquers off-road, yet pampers your crew with surprising comfort",Summit White,Jet Black,"4WD Crew Cab 159"" High Country",Automatic,2GC4YVEY3R1121726,96960,8,,FALSE,0,0,https://content.homenetiol.com/2000466/2078700/640x480/b3b91375d0f1427aae2df87dedde82c5.jpg,https://www.goschchevy.com/inventory/2GC4YVEY3R1121726/
2023,Chevrolet,Traverse,NEW,"Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????",Summit White,Jet Black/Clove,FWD 4dr High Country,Automatic,1GNERNKW5PJ338273,53395,3,,FALSE,18,27,https://content.homenetiol.com/2000466/2078700/640x480/f03a263f1d43475ba4949ded381df657.jpg,https://www.goschchevy.com/inventory/1GNERNKW5PJ338273/
2024,Chevrolet,Tahoe,NEW,"Tahoe conquers any road with its imposing presence, powerhouse engines, spacious family haven, and tech-guided confidence, making it an off-road-ready giant for boundless adventures. ?",Summit White,Jet Black,4WD 4dr LS,Automatic,1GNSKMKDXRR120494,61195,2,,FALSE,15,20,https://content.homenetiol.com/2000466/2078700/640x480/68d69d6db36a4f2bbcc8c7e18c4501f2.jpg,https://www.goschchevy.com/inventory/1GNSKMKDXRR120494/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"2WD Crew Cab 147"" Custom",Automatic,1GCPABEK0RZ222368,48590,3,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/ec9c989a09fb40f1a80053fc132cf496.jpg,https://www.goschchevy.com/inventory/1GCPABEK0RZ222368/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"2WD Crew Cab 147"" Custom",Automatic,1GCPABEKXRZ222619,48590,3,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/46b465cf455147ebb1f0a06a1adba7e5.jpg,https://www.goschchevy.com/inventory/1GCPABEKXRZ222619/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"2WD Double Cab 147"" Custom",Automatic,1GCRABEK7RZ187322,45495,4,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/45c7e36234b24960a44855957afc0f26.jpg,https://www.goschchevy.com/inventory/1GCRABEK7RZ187322/
2024,Chevrolet,Tahoe,NEW,"Tahoe conquers any road with its imposing presence, powerhouse engines, spacious family haven, and tech-guided confidence, making it an off-road-ready giant for boundless adventures. ?",Summit White,Jet Black,4WD 4dr High Country,Automatic,1GNSKTKL5RR120484,90390,2,,FALSE,14,19,https://content.homenetiol.com/2000466/2078700/640x480/2e9f1f32e54d4b2b8c14ae8e02aa84a7.jpg,https://www.goschchevy.com/inventory/1GNSKTKL5RR120484/
2022,Tesla,Model Y,USED,"
The Model Y, a sleek SUV with minimalist design, blends futuristic looks with practical space. While not hardcore off-road, its sporty performance makes it a family-friendly thrill ride, perfect for weekend adventures and everyday errands.",White,,Performance AWD,Automatic,7SAYGDEF2NF406828,37905,22189,"CARFAX One-Owner. Clean CARFAX. Pearl White Multi-Coat 2022 Tesla Model Y Performance AWD 1-Speed Automatic Electric Motor Automatic temperature control, Exterior Parking Camera Rear, Front dual zone A/C, Lane Departure Warning System, Memory seat, Power driver seat, Power Liftgate, Steering wheel memory, Steering wheel mounted A/C controls, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 21 x 9.5 Fr & 21 x 10.5 Rr Uberturbine.Recent Arrival! 115/106 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,0,0,https://content.homenetiol.com/2000466/2078700/640x480/3ad1a6abe06a4e829de3ccb9cf285e84.jpg,https://www.goschchevy.com/inventory/7SAYGDEF2NF406828/
2019,Ram,3500,USED,"The Ram 3500, a burly beast with bold looks and towing muscle, conquers off-road adventures and hauls hefty loads, but its spacious cabin begs for weekend family escapades too.",Bright White Clearcoat,Black,"Laramie 4x4 Crew Cab 6'4"" Box",Automatic,3C63R3EJXKG534117,47999,49555,"Clean CARFAX. Bright White Clearcoat 2019 Ram 3500 Laramie 4WD 8-Speed Automatic 6.4L Heavy Duty V8 HEMI w/MDS 2nd Row In Floor Storage Bins, Auto High Beam Headlamp Control, Automatic temperature control, Blind Spot & Cross Path Detection, Exterior Mirrors w/Memory, Foam Bottle Insert (Door Trim Panel), Front dual zone A/C, Laramie Level 1 Equipment Group, Mirror-Mounted Aux Reverse Lamps, ParkView Rear Back-Up Camera, Power Adjustable Convex Aux Mirrors, Power Adjustable Pedals w/Memory, Power Chrome Tow Mirrors w/Convex Spotter & Memory, Protection Group, Quick Order Package 2ZH Laramie, Radio/Driver Seat/Mirrors/Pedals Memory, Rain Sensitive Windshield Wipers, Remote Tailgate Release, Single Disc Remote CD Player, Ventilated Front Seats.If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,0,0,https://content.homenetiol.com/2000466/2078700/640x480/b35f71e5c9484e6bb021ead915029dc0.jpg,https://www.goschchevy.com/inventory/3C63R3EJXKG534117/
2024,Chevrolet,Silverado 2500HD,NEW," Hauls mountains, tows giants, conquers off-road, yet pampers your crew with surprising comfort",Red Hot,Jet Black,"4WD Crew Cab 159"" LT",Automatic,2GC1YNEY3R1162991,72660,9,,FALSE,0,0,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT30_01_640/cc_2024CHT300011_01_640_G7C.jpg,https://www.goschchevy.com/inventory/2GC1YNEY3R1162991/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"2WD Crew Cab 157"" LT",Automatic,3GCPACEK1RG159240,53445,8,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/839fa4dbe18940fcab8fba342f31199a.jpg,https://www.goschchevy.com/inventory/3GCPACEK1RG159240/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"2WD Crew Cab 157"" LT",Automatic,3GCPACEK5RG159242,53445,7,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/a3d617b0cac1453f8b10ddfcc40ccd12.jpg,https://www.goschchevy.com/inventory/3GCPACEK5RG159242/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Red Hot,Jet Black,"4WD Crew Cab 147"" LT Trail Boss",Automatic,3GCUDFE85RG157894,69310,2,,FALSE,22,27,https://content.homenetiol.com/2000466/2078700/640x480/6e0dc998edb048a5957af257e5bd21ab.jpg,https://www.goschchevy.com/inventory/3GCUDFE85RG157894/
2022,Chevrolet,Traverse,USED,"Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????",Silver Ice Metallic,Jet Black,AWD 4dr Premier,Automatic,1GNEVKKW6NJ174121,41724,27761,CARFAX One-Owner. Clean CARFAX. Silver Ice Metallic 2022 Chevrolet Traverse Premier AWD 9-Speed Automatic 3.6L V6 SIDI VVT AWD.Recent Arrival!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.,FALSE,17,25,https://content.homenetiol.com/2000466/2078700/640x480/e4f1ac8d54ed435187e4496638a59b43.jpg,https://www.goschchevy.com/inventory/1GNEVKKW6NJ174121/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,3GCPDBEK1RG211547,50360,11,,FALSE,18,21,https://content.homenetiol.com/2000466/2078700/640x480/d1349e33c87248b0a6d9682df315d41e.jpg,https://www.goschchevy.com/inventory/3GCPDBEK1RG211547/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,3GCPDBEK1RG212178,63355,11,,FALSE,18,21,https://content.homenetiol.com/2000466/2078700/640x480/6f09f27ec37149bbbf6c52a350f1b50f.jpg,https://www.goschchevy.com/inventory/3GCPDBEK1RG212178/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,3GCPDBEK7RG212184,50360,11,,FALSE,18,21,https://content.homenetiol.com/2000466/2078700/640x480/1e21fccf7c07442aa3d8b60381e36bf1.jpg,https://www.goschchevy.com/inventory/3GCPDBEK7RG212184/
2023,Chevrolet,Camaro,USED,"Untamed American muscle, roars through corners with heart-pounding thrills, a head-turning silhouette that screams pure driving exhilaration.",Rapid Blue,Jet Black,2dr Conv 1SS,Manual,1G1FF3D72P0107877,45995,19099,CARFAX One-Owner. Beautiful and Rare Rapid Blue 2023 Chevrolet Camaro SS 1SS RWD 10-Speed Automatic 6.2L V816/26 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.,FALSE,16,26,https://content.homenetiol.com/2000466/2078700/640x480/3ef9b50a7ded4cdea3255be989e73bff.jpg,https://www.goschchevy.com/inventory/1G1FF3D72P0107877/
2017,Ford,Super Duty F-350 SRW,USED,"Built like a bull, boasting massive presence, the Super Duty F-350 SRW tows trailers like a boss, yet surprises with smooth highway manners, making it as capable hauling the family on adventures as conquering rugged terrain.",White,,King Ranch 4WD Crew Cab 6.75' Box,Automatic,1FT8W3BT3HEB51908,59555,72578,"Clean CARFAX. White Platinum Metallic Tri-Coat 2017 Ford F-350SD King Ranch 4WD TorqShift 6-Speed Automatic Power Stroke 6.7L V8 DI 32V OHV Turbodiesel Automatic temperature control, Exterior Parking Camera Rear, Front dual zone A/C, Navigation System, Steering wheel memory, Steering wheel mounted A/C controls, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 18 Bright Machined Cast Aluminum.Awards:* 2017 KBB.com 10 Most Awarded Brands * 2017 KBB.com Brand Image AwardsIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.Reviews:* Turbodiesel V8 generates immense power and torque; stronger frame and suspension enable increased payload and tow ratings; aluminum body reduces overall weight and improves efficiency; spacious new cabs offer many convenience and technology options. Source: Edmunds",FALSE,0,0,https://content.homenetiol.com/2000466/2078700/640x480/8ddcd78cc1d8410aa429b5c1a1cf3e4c.jpg,https://www.goschchevy.com/inventory/1FT8W3BT3HEB51908/
2023,Chevrolet,Bolt EV,NEW,"Bolt EV zaps you with electrifying speed, spacious and tech-savvy interior, and eco-friendly driving, making it a zippy choice for city commutes and green adventures.",Silver Flare Metallic,Jet Black,5dr Wgn 2LT,,1G1FX6S08P4207530,31390,3,,FALSE,0,0,https://content.homenetiol.com/2000466/2078700/640x480/17033cb486634484b9673a50e36ec32d.jpg,https://www.goschchevy.com/inventory/1G1FX6S08P4207530/
2023,Chevrolet,Bolt EUV,NEW,"Bolt EV zaps you with electrifying speed, spacious and tech-savvy interior, and eco-friendly driving, making it a zippy choice for city commutes and green adventures.",Silver Flare Metallic,Jet Black/Nightshift Blue,FWD 4dr LT,,1G1FY6S02P4207696,32075,3,,FALSE,0,0,https://content.homenetiol.com/2000466/2078700/640x480/8d590279806b40ec973ff2201b16e9e4.jpg,https://www.goschchevy.com/inventory/1G1FY6S02P4207696/
2023,Chevrolet,Bolt EUV,NEW,"Bolt EV zaps you with electrifying speed, spacious and tech-savvy interior, and eco-friendly driving, making it a zippy choice for city commutes and green adventures.",Gray Ghost Metallic,Jet Black/Nightshift Blue,FWD 4dr LT,,1G1FY6S05P4207661,32075,2,,FALSE,0,0,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2023CHS35_01_640/cc_2023CHS350001_01_640_GRC.jpg,https://www.goschchevy.com/inventory/1G1FY6S05P4207661/
2024,Chevrolet,Malibu,NEW,"a choice between efficient hybrid and potent gasoline engines, spacious comfort features, and advanced technology, making it a stylish sedan for everyday journeys.",Mineral Gray Metallic,Jet Black,4dr Sdn 1LT,Automatic,1G1ZD5ST6RF157406,28195,2,,FALSE,27,35,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHC11_01_640/cc_2024CHC110009_01_640_G5D.jpg,https://www.goschchevy.com/inventory/1G1ZD5ST6RF157406/
2024,Chevrolet,Trailblazer,NEW," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play.",Mosaic Black Metallic,Jet Black,FWD 4dr LS,,KL79MMSLXRB048937,24790,3,,FALSE,29,33,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS08_01_640/cc_2024CHS080022_01_640_GB0.jpg,https://www.goschchevy.com/inventory/KL79MMSLXRB048937/
2024,Chevrolet,Trailblazer,NEW," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play.",Summit White,Jet Black,FWD 4dr LT,,KL79MPSL9RB049126,25990,4,,FALSE,29,33,https://content.homenetiol.com/2000466/2078700/640x480/d2beeb67415e47d78fa3bd3c39183b51.jpg,https://www.goschchevy.com/inventory/KL79MPSL9RB049126/
2024,Chevrolet,Trailblazer,NEW," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play.",Summit White,Jet Black,AWD 4dr LT,Automatic,KL79MRSL1RB093732,27595,3,,FALSE,26,29,https://content.homenetiol.com/2000466/2078700/640x480/cf97db706a5f45b19745e31efe2504d9.jpg,https://www.goschchevy.com/inventory/KL79MRSL1RB093732/
2018,Cadillac,ATS-V Coupe,USED,"The ATS-V Coupe cuts a sharp figure with its aggressive angles and optional carbon fiber accents, hinting at the beast within. Under the hood, a twin-turbo V6 roars to life, promising exhilarating performance and a heart-stopping 0-60 in 3.8 seconds.",Black Raven,Jet Black,2dr Cpe,Manual,1G6AL1RY5J0176234,42766,58956,"Clean CARFAX. Black Raven 2018 Cadillac ATS-V RWD 8-Speed Automatic 3.6L V6 110-Volt Power Receptacle, 3.73 Rear Axle Ratio, Advanced Security Package, Bose Premium Speakers Audio System Feature, Bose Premium Surround Sound Speakers, Cadillac User Experience & Navigation, Carbon Fiber Package, Composite Non-Carbon Black Rocker Extensions, Driver Awareness Package, Extra-Aero Rear Spoiler, Following Distance Indicator, Forward Collision Alert, Front Intermittent RainSense Wipers, Gray Brembo Calipers, High-Intensity Discharge Headlamps, Inclination Sensor, IntelliBeam Automatic High Beam On/Off, Lane Change Alert w/Side Blind Zone Alert, Lane Keep Assist w/Lane Departure Warning, Locking Fuel Door, Locking Steering Column, Locking Wheel Lugs, Luxury Package, Preferred Equipment Group 1SV, Radio: Cadillac User Experience w/Embedded Nav, Rear Cross-Traffic Alert, Shielded Theft-Deterrent Alarm System, SiriusXM Satellite Radio, Sport Alloy Pedals, Universal Home Remote.Recent Arrival!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,17,25,https://content.homenetiol.com/2000466/2078700/640x480/d3860d5d580e4f9bb0e762377a397aac.jpg,https://www.goschchevy.com/inventory/1G6AL1RY5J0176234/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,1GCPDBEK4RZ236426,50360,5,,FALSE,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GCPDBEK4RZ236426/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,1GCPDBEK8RZ235487,50360,5,,FALSE,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/1GCPDBEK8RZ235487/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,1GCPDBEK8RZ236798,50360,5,,FALSE,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GCPDBEK8RZ236798/
2024,Chevrolet,Blazer,NEW,"Blazer boasts powerful engines, agile handling, spacious comfort, tech-savvy features, and safety options, making it a versatile SUV for adventure seekers.",Black,Jet Black with Red Accents,FWD 4dr RS,Automatic,3GNKBERS0RS196992,47065,2,,FALSE,19,27,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS09_01_640/cc_2024CHS090005_01_640_GBA.jpg,https://www.goschchevy.com/inventory/3GNKBERS0RS196992/
2024,Chevrolet,Trailblazer,NEW," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play.",Mosaic Black Metallic,Jet Black,FWD 4dr LT,,KL79MPSL9RB046159,25990,3,,FALSE,29,33,https://content.homenetiol.com/2000466/2078700/640x480/8efc1b09c443467f9d7ccbcd4c48fd6b.jpg,https://www.goschchevy.com/inventory/KL79MPSL9RB046159/
